Wákàtí B-DATE
Ọjọ́ O
ìtàn O
ni O
ọjọ́ O
yìí O
: O
ojú O
yìí O
ni O
ogunlọ́gọ̀ O
ọmọ O
- O
ìlú O
Mozambique B-LOC
fi O
wo O
ìṣẹ̀lẹ̀ O
ọjọ́ B-DATE
14 I-DATE
, I-DATE
oṣù I-DATE
Ọ̀pẹ I-DATE
ọdún I-DATE
2018 I-DATE
nígbà O
tí O
, O
fún O
ìgbà O
àkókọ́ O
nínú O
ìtàn O
ìgbésí O
ayé O
ètò O
ọkọ̀ O
òfuurufú O
ìlú O
náà O
, O
tí O
obìnrin O
jẹ́ O
atukọ̀ O
. O

Ikọ̀ O
bàlúù O
TM112 O
/ O
3 O
, O
tí O
ó O
rin O
ìrìn O
àjò O
láti O
olú O
ìlú O
, O
Maputo B-LOC
, O
àti O
Manica B-LOC
— O
tí O
jíjìn O
sí O
ara O
wọn O
tó O
máìlì O
442 O
— O
ni O
a O
tí O
rí O
atukọ̀ O
Admira B-PER
António I-PER
, O
atukọ̀ O
kejì O
Elsa B-PER
Balate I-PER
, O
olóyè O
ọkọ̀ O
Maria B-PER
da I-PER
Luz I-PER
Aurélio I-PER
, O
àti O
òṣìṣẹ́ O
inú O
ọkọ̀ O
Débora B-PER
Madeleine I-PER
. O

Mozambique B-LOC
, O
kú O
oríire O
! O

Fún O
ọ̀pọ̀lọpọ̀ O
obìrin O
nínú O
iṣẹ́ O
gbogbo O
. O

Kí O
ló O
dé O
tí O
ìjọba O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
ń O
f'òfin O
de O
ọ̀rọ̀ O
sísọ O
orí O
- O
ayélujára O
? O

Nítorí O
wọ́n O
bẹ̀rù O
agbára O
rẹ̀ O
. O

Àwòrán O
tí O
a O
pín O
lórí O
ẹ̀rọ O
- O
alátagbà O
. O

Nínú O
ìlànà O
òfin O
àti O
ọ̀rọ̀ O
Ajé O
, O
iye O
òmìnira O
ọ̀rọ̀ O
ń O
dìde O
kárí O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
. O

Cameroon B-LOC
, O
Tanzania B-LOC
, O
Uganda B-LOC
, O
Ethiopia B-LOC
, O
Nigeria B-LOC
, O
àti O
Benin B-LOC
ti O
ní O
Ìtìpa O
Ẹ̀rọ O
- O
ayélujára O
, O
ìjọba O
ti O
fi O
owó O
- O
orí O
lé O
lílo O
búlọ́ọ̀gù O
àti O
ẹ̀rọ O
- O
alátagbà O
, O
wọ́n O
sì O
ti O
fi O
ọwọ́ O
ṣìgún O
òfin O
mú O
oníròyìn O
. O

Ǹjẹ́ O
ó O
yẹ O
kí O
òṣìṣẹ́ O
ìjọba O
ó O
ṣe O
ìmúdàgbà O
àwọ̀ O
- O
ara O
tí O
ó O
ní O
ipọn O
? O

Ìrírí O
akọbúlọ́ọ̀gù O
Zone9 B-ORG
ìlú O
Ethiopia B-LOC
jẹ́ O
àpẹẹrẹ O
. O

Jomanex B-PER
Kasaye I-PER
, O
ẹni O
tí O
ó O
ti O
bá O
ẹgbẹ́ O
náà O
ṣiṣẹ́ O
kí O
àtìmọ́lé O
ó O
tó O
ṣẹlẹ̀ O
( O
àmọ́ O
tí O
a O
kò O
fi O
àṣẹ O
mú O
) O
náà O
kò O
gbẹ́yìn O
níbi O
àpérò O
. O

Gẹ́gẹ́ O
bí O
ọmọ O
ẹgbẹ́ O
Ohùn B-ORG
Àgbáyé I-ORG
ṣe O
ìpolongo O
àti O
ìpanupọ̀ O
ajàfúnẹ̀tọ́ O
ọmọnìyàn O
àgbáyé O
gẹ́gẹ́ O
bi O
agbẹnusọ O
láti O
ọjọ́ O
tí O
wọ́n O
dé O
akoto O
ọba O
. O

Bí O
wọ́n O
ti O
ṣe O
sọ O
, O
iná O
amọ́roro O
ìtàgé O
wálẹ̀ O
díẹ̀ O
. O

Ohùn O
- O
un O
wọn O
mú O
kí O
iyàrá O
ètò O
pa O
lọ́lọ́ O
. O

Ọ̀kan O
lára O
àwọn O
agbófinró O
tí O
ó O
mú O
Zelalem B-PER
Kibret I-PER
ti O
fi O
ìgbà O
kan O
rí O
jẹ́ O
akẹ́kọ̀ọ́ O
Kibret B-PER
ní O
Ifásitì O
tí O
ó O
ti O
ń O
ṣe O
iṣẹ́ O
olùkọ́ O
. O

Jomanex B-PER
Kasaye I-PER
náà O
ṣe O
ìrántí O
ìwàyáìjà O
ọpọlọ O
tí O
ó O
ní O
í O
ṣe O
pẹ̀lú O
ìrònú O
ìfìlú O
Ethiopia B-LOC
sílẹ̀ O
kí O
wọ́n O
ó O
tó O
fi O
ọwọ́ O
òfin O
mú O
àwọn O
ọ̀rẹ́ẹ O
rẹ̀ O
— O
ìrora O
àìlágbára O
— O
ìlàkàkà O
ọkàn O
àti O
àìfẹ̀dọ̀lórí O
òróòró O
àti O
ìbẹ̀rù O
wípé O
àwọn O
ọ̀rẹ́ O
òhun O
ò O
ní O
jáde O
láàyè O
. O

Àpapọ̀ O
Akọbúlọ́ọ̀gù O
Zone9 B-ORG
ní O
Addis B-LOC
Ababa I-LOC
, O
ní O
ọdún B-DATE
2012 I-DATE
. O

Láti O
ọwọ́ O
ọ̀tún O
: O
Endalk B-PER
, O
Soleyana B-PER
, O
Natnael B-PER
, O
Abel B-PER
, O
Befeqadu B-PER
, O
Mahlet B-PER
, O
Zelalem B-PER
, O
Atnaf B-PER
, O
Jomanex B-PER
. O

Ó O
gba O
ìgboyà O
láti O
fẹ́ràn O
ìlú O
ẹni O
pàápàá O
lẹ́yìn O
ìjìyà O
nítorí O
wípé O
a O
sọ̀rọ̀ O
síta O
. O

Oníròyìn O
ọmọ O
Uganda B-LOC
Charles B-PER
Onyango I-PER
- I-PER
Obbo I-PER
, O
tí O
òun O
náà O
wà O
ní O
FIFA O
, O
mẹ́nu O
ba O
òwe O
Igbo O
tí O
gbajúgbajà O
òǹkọ̀wée O
nì O
Chinua B-PER
Achebe I-PER
mú O
di O
mímọ́ O
tí O
ó O
sọ O
wípé O
: O

Àwòrán O
àwọn O
Ológun O
28 O
tí O
wọ́n O
pa O
lọ́jọ́ O
òmìnira O
– O
Ibrahima B-PER
Sow I-PER
ni O
ó O
ṣe O
àtẹ̀jáde O
fídíò O
. O

Ọjọ́ O
yìí O
, O
tún O
jẹ́ O
àyájọ́ O
ọjọ́ O
tí O
orílẹ̀ O
- O
èdè O
Mauritania B-LOC
gba O
òmìnira O
lọ́wọ́ O
France B-LOC
ní O
ọdún B-DATE
1960 I-DATE
, O
lé O
góńgó O
sọ́kàn O
àwọn O
ọmọ O
orílẹ̀ O
- O
èdè O
Mauritania B-LOC
kan O
tí O
wọ́n O
ń O
wá O
ìdájọ́ O
òdodo O
fún O
ìpakúpa O
tí O
wọ́n O
pa O
àwọn O
ọkùnrin O
28 O
yìí O
, O
tí O
gbogbo O
wọn O
sì O
jẹ́ O
aláwọ̀ O
dúdú O
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

“ O
Mo O
fẹ́ O
fi O
hàn O
wípé O
àpẹẹrẹ O
ni O
Inal B-LOC
jẹ́ O
; O
ọ̀pọ̀ O
ọmọ O
‘Inal’ O
ni O
ó O
ti O
wà O
ní O
Mauritania B-LOC
. O

Ní O
àyájọ́ O
ọjọ́ B-DATE
òmìnira I-DATE
ti I-DATE
ọdún I-DATE
yìí I-DATE
, O
àwọn O
ọmọ O
orílẹ̀ O
- O
èdè O
Mauritania B-LOC
fi O
ọkàn O
sí O
yíyàn O
tí O
a O
yan O
ẹgbẹ́ O
agbábọ́ọ̀lù O
orílẹ̀ O
- O
èdè O
wọn O
sí O
àṣekágbá O
ìdíje O
Ife O
- O
ẹ̀yẹ O
ti O
àwọn O
orílẹ̀ O
- O
èdè O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
( O
CAF B-ORG
) O
ju O
bí O
wọ́n O
ṣe O
ṣe O
sí O
àwọn O
ẹni O
ìgbàgbé O
, O
“ O
àwọn O
ológun O
tí O
wọ́n O
wà O
nínú O
kòtò O
àìmọ̀ O
… O
tí O
wọ́n O
ṣì O
ń O
dúró O
de O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Bí O
i O
ti O
àwọn O
tẹ̀gbọ́n O
- O
tàbúrò O
, O
Diallo B-PER
Oumar I-PER
Demba I-PER
àti O
àbúròo O
rẹ̀ O
Diallo B-PER
Ibrahima I-PER
tí O
a O
yẹgi O
fún O
pẹ̀lú O
àkọsílẹ̀ O
nọ́ḿbà O
tí O
ó O
tẹ̀lé O
ara O
wọn O
tí O
a O
fi O
gègé O
kọ O
sí O
wọn O
lára O
. O

Ohun O
tí O
ó O
mú O
èyí O
bani O
nínú O
jẹ́ O
jù O
ni O
fún O
ẹni O
láti O
rí O
ikú O
tí O
ó O
pa O
ẹ̀gbọ́n O
ẹni O
. O

Ológun O
mìíràn O
tí O
orí O
kó O
yọ O
lálẹ́ O
ọjọ́ O
burúkú O
yìí O
tiraka O
gba O
France B-LOC
lọ O
fún O
ìtọ́jú O
lẹ́yìn O
tí O
ó O
kúrò O
ní O
ọgbà O
ẹ̀wọ̀n O
pẹ̀lú O
ìrànwọ́ O
àwọn O
Àjọ B-ORG
Onígbàgbọ́ I-ORG
tí I-ORG
ó I-ORG
ń I-ORG
tako I-ORG
Ìfìyàjẹni I-ORG
( O
ACAT B-ORG
lédè O
Faransé O
) O
. O

Ó O
ṣe O
àpèjúwe O
àwọn O
ìfìyàorójẹni O
tí O
òun O
pẹ̀lú O
àwọn O
ológun O
mìíràn O
rí O
: O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Ní O
iwájú O
wọn O
ni O
wọ́n O
ti O
pa O
á O
. O

‘Kò O
tún O
gbọdọ̀ O
ṣẹlẹ̀ O
mọ́’ O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

ènìyàn O
lè O
rántí O
kí O
wọ́n O
sì O
sọ O
pé O
“ O
KÒ O
TÚN O
GBỌDỌ̀ O
ṢẸLẸ̀ O
MỌ́’ O
. O

Ọ̀pọ̀ O
àwọn O
mẹ̀kúnù O
ni O
wọ́n O
kò O
ní O
aṣojú O
láàárín O
àwọn O
aṣojú O
tí O
wọ́n O
dìbò O
yàn O
, O
láàárín O
àwọn O
ẹgbẹ́ O
àbò O
àti O
àwọn O
adarí O
ipò O
ìjọba O
ìbílẹ̀ O
. O

Mauritania B-LOC
ni O
orílẹ̀ O
- O
èdè O
tí O
ó O
gbẹ́yìn O
láti O
pa O
òwò O
- O
ẹrú O
rẹ O
ní O
àgbáyé O
ní O
ọdún B-DATE
1981 I-DATE
, O
ṣùgbọ́n O
wọn O
kò O
fi O
ìdíi O
rẹ̀ O
múlẹ̀ O
títí O
di O
ọdún B-DATE
2007 I-DATE
, O
ìdá O
20 O
àwọn O
ènìyàn O
ni O
wọ́n O
ṣì O
ń O
gbáyé O
ìṣẹrúsìn O
tí O
púpọ̀ O
nínú O
wọn O
sì O
jẹ́ O
aláwọ̀ O
dúdú O
tàbí O
elẹ́yà O
- O
méjì O
. O

Abẹ́ O
ìṣọ́ O
ọlọ́pàá O
ni O
yóò O
wà O
fún O
àkókò O
yìí O
. O

Ilé B-ORG
ẹjọ́ I-ORG
Cassation I-ORG
ti I-ORG
Íjípìtì I-ORG
fi O
ẹsẹ O
ẹ̀wọ̀n O
- O
ọn O
rẹ̀ O
múlẹ̀ O
nínú O
oṣù B-DATE
Belu I-DATE
ọdún I-DATE
2017 I-DATE
. O

Omar B-PER
Robert I-PER
Hamilton I-PER
, O
olùkùu O
Alaa B-PER
, O
to O
àwọn O
ète O
ìpolongo O
náà O
lẹ́sẹẹsẹ O
lóríi O
Twitter B-ORG
: O

Ẹgbẹ́ O
ajàfúnẹ̀tọ́ O
ọmọnìyàn O
sọ O
wípé O
, O
àwọn O
tí O
ìjọba O
rán O
ní O
ẹ̀wọ̀n O
ní O
Íjípìtì B-LOC
á O
tó O
60 O
, O
000 O
. O

Dídarapọ̀ O
mọ́n O
ìpolongo O
# O
FreeAlaa O

Ìpolongo O
orísun O
- O
ọ̀fẹ́ O
– O
a O
óò O
máa O
tẹ O
àwọn O
ọgbọ́n O
àtinúdá O
tuntun O
síta O
, O
àmọ́ O
a O
nílò O
láti O
gba O
èrò O
tuntun O
àti O
agbára O
tuntun O
wọlé O
bákan O
náà O
. O

Torí O
ìdí O
èyí O
máa O
bá O
wa O
ronú O
! O

Bí O
ìgbà O
gbogbo O
, O
àmì O
ìpolongo O
ni O
# O
FreeAlaa O
– O
jọ̀wọ́ O
darapọ̀ O
mọ́ O
wa O
fún O
ìpalẹ̀mọ́ O
ìdásílẹ̀ẹ O
Alaa B-PER
. O

Ìwọ́de O
afẹ́ O
àwọn O
abódiakọ O
- O
akọ́diabo O
àkọ́kọ́ O
lè O
tú O
èrò O
nípa O
wọn O
ní O
Pakístánì B-LOC
ká O

Trans O
people O
in O
Pakistan B-LOC
staged O
the O
country's O
first O
Transgender O
Pride O
march O
. O

Ìwọ́de O
Afẹ́ O
Abódiakọ O
- O
akọ́diabo O
ní O
Lahore B-LOC
. O

Oṣù B-DATE
Ọ̀pẹ I-DATE
, I-DATE
ọdún I-DATE
2018 I-DATE
. O

Ènìyàn O
Abódiakọ O
- O
akọ́diabo O
tí O
ó O
tó O
bí O
250 O
láti O
agbègbè O
jákèjádò O
ìlú O
Pakistan B-LOC
. O

Ìpàdé O
oníròyìn O
ni O
a O
fi O
bẹ̀rẹ̀ O
ètò O
ní O
Ilé B-LOC
Ẹgbẹ́ I-LOC
Akọ̀ròyìn I-LOC
ní I-LOC
Lahore I-LOC
níbi O
tí O
wọ́n O
ti O
fi O
ẹ̀dùn O
ọkàn O
- O
an O
wọn O
hàn O
; O
lẹ́yìn O
náà O
ni O
wọ́n O
yide O
kiri O
dé O
Ilé B-LOC
Àṣà I-LOC
Al I-LOC
Hamra I-LOC
níbi O
tí O
wọ́n O
ti O
jó O
, O
kọrin O
lọ́nà O
, O
kí O
wọn O
ó O
tó O
fọ́nká O
lẹ́yìn O
tí O
wọ́n O
jẹun O
tán O
. O

Ìyíde O
náà O
tún O
tẹnu O
mọ́ O
ìlọsíwájú O
àti O
ìbáṣepọ̀ O
rere O
láàárín O
ẹgbẹ́ O
abódiakọ O
- O
akọ́diabo O
; O
bákan O
náà O
ni O
ó O
tẹnu O
mọ́ O
ìyàsọ́tọ̀ O
àti O
rògbòdìyàn O
. O

A O
ti O
fi O
ẹ̀tọ́ O
àwọn O
abódiakọ O
- O
akọ́diabo O
yí O
iyẹ̀pẹ̀ O
. O

Láti O
ọdún B-DATE
2015 I-DATE
, O
abódiakọ O
- O
akọ́diabo O
tí O
ó O
tó O
500 O
ni O
a O
ti O
rán O
lọ O
sí O
ọ̀run O
alakákeji O
ní O
Pakistan B-LOC
, O
Jannat B-PER
Ali I-PER
sì O
tún O
sọ O
wípé O
Abódiakọ O
- O
akọ́diabo O
60 O
ni O
a O
dá O
ẹ̀mí O
wọn O
ní O
ẹ̀gbodò O
ní O
ọdún O
tí O
ó O
kọjá O
. O

Asad B-PER
Zaidi I-PER
túwíìtì O
nípa O
ojú O
tí O
àwọn O
ènìyàn O
Pakistan B-LOC
fi O
wo O
ẹgbẹ́ O
Abódiakọ O
- O
akọ́diabo O
: O

Òfin O
náà O
ní O
ìjọba O
yóò O
pèsè O
àyè O
ilé O
ààbò O
fún O
Abódiakọ O
- O
akọ́diabo O
ènìyàn O
, O
ètò O
ìlera O
àti O
ohun O
èlò O
ẹ̀kọ́ O
àti O
ilanilọ́yẹ O
. O

slowly O
starting O
to O
make O
strides O
when O
it O
comes O
to O
transgender O
visibility O
. O

Bí O
nǹkan O
ṣe O
ń O
ṣe O
ẹnu O
ire O
fún O
àwọn O
ọmọ O
ẹgbẹ́ O
Abódiakọ O
- O
akọ́diabo O
a O
sì O
ń O
gbà O
wọ́n O
gẹ́gẹ́ O
bí O
ènìyàn O
, O
ìrìnàjò O
náà O
kò O
yàrá O
. O

Àtẹ̀jáde O
ìtúmọ̀ O
12 B-DATE
Ṣẹẹrẹ I-DATE
2019 I-DATE
18 I-DATE
: I-DATE
27 I-DATE
GMT I-DATE

Ìfẹ̀hànnúhàn O
hàn O
ní O
Luanda B-LOC
, O
Angola B-LOC
, O
pẹ̀lú O
àmì O
ìpolongo O
# O
Paremdematarasmulheres O
ní O
èdè O
Portuguese O
, O
tabí O
‘ẹ O
yé O
é O
pa O
obìrin’ O
, O
àwòrán O
láti O
ọwọ́ọ O
Simão B-PER
Hossi I-PER
, O
a O
lò O
ó O
pẹ̀lú O
àṣẹ O
. O

Nígbà O
tí O
wọ́n O
bá O
òkú O
agbẹjọ́rò O
tí O
ó O
jẹ́ O
ẹni O
ọdún B-DATE
26 I-DATE
, O
Carolina B-PER
Joaquim I-PER
de I-PER
Sousa I-PER
da I-PER
Silva I-PER
nínú O
ilée O
rẹ̀ O
ní O
ọjọ́ B-DATE
3 I-DATE
, I-DATE
oṣù I-DATE
Ọ̀pẹ I-DATE
ọdún I-DATE
2018 I-DATE
, O
ọkọ O
rẹ̀ O
jẹ́wọ́ O
ọ̀ràn O
náà O
, O
ó O
sì O
di O
èrò O
àhámọ̀ O
ẹ̀ka O
tí O
ó O
ń O
ṣe O
ìwádìí O
ìwà O
ọ̀daràn O
ti O
Angola B-LOC
tí O
a O
mọ̀ O
sí O
SIC O
. O

Láàárín O
ọ̀sẹ̀ B-DATE
kan I-DATE
náà O
, O
ìròyìn O
ikú O
obìnrin O
kan O
ni O
ó O
jáde O
láti O
ilé B-ORG
- I-ORG
iṣẹ́ I-ORG
Amóhùn I-ORG
- I-ORG
máwòrán I-ORG
Gbogboògbò I-ORG
orílẹ̀ I-ORG
- I-ORG
èdè I-ORG
Angola I-ORG
tí O
ó O
ní O
wípé O
ọ̀rẹ́kùnrin O
ìgbà O
- O
kan O
- O
rí O
obìnrin O
náà O
ni O
ó O
gún O
un O
pa O
. O

Láìpẹ́ O
yìí O
gan O
- O
an O
pàápàá O
, O
ó O
dunni O
láti O
máa O
kojú O
àwọn O
ìhùwàsí O
tí O
ó O
ń O
jáde O
lẹ́yìn O
ọ̀rọ̀ O
ti O
Carolina B-PER
… O

Kì O
í O
ṣe O
ohun O
tí O
ó O
kàn O
wá O
lórí O
àwọn O
ajàfúnẹ̀tọ́ O
obìnrin O
, O
kì O
í O
sì O
í O
ṣe O
ọ̀rọ̀ O
àgbélẹ̀rọ O
tàbí O
ọ̀rọ̀ O
òfìfo O
, O
LÓÒÓTỌ́ O
NI O
! O

Ètò O
ìpìlẹ̀ O
kan O
wà O
tí O
ó O
ń O
pàṣẹ O
tí O
ó O
sì O
ń O
rẹ O
àwọn O
obìnrin O
sílẹ̀ O
sí O
ipò O
ẹ̀yìn O
tí O
èyí O
sì O
sọ O
wọ́n O
di O
olùfaragbá O
ìjìyà O
lóríṣiríṣi O
àti O
ní O
gbogbo O
ọ̀nà O
. O

“ O
Ẹ O
yé O
é O
da O
ẹlòmíràn O
, O
ẹ O
jọ̀wọ́ O
a O
ò O
fẹ́ O
aláìṣòdodo O
aya O
mọ́ O
. O

À O
ń O
ké O
tantan O
, O
ẹ̀yin O
obìnrin O
bí O
ẹ O
kò O
bá O
nífẹ̀ẹ́ O
wa O
mọ́ O
, O
ẹ O
béèrè O
fún O
ìtúká O
kí O
ẹ O
tó O
máa O
dà O
wa O
, O
ẹ O
máa O
lọ O
. O

Onímọ̀ O
àwùjọ O
Mbangula B-PER
Kemba I-PER
sọ̀rọ̀ O
tako O
ojú O
tí O
wọ́n O
fi O
wo O
ọ̀rọ̀ O
yìí O
, O
ó O
tẹnumọ́ọ O
pé O
wọn O
ò O
gbọdọ̀ O
fi O
ìfìyàjẹni O
yanjú O
ìṣòro O
nínú O
ìgbéyàwó O
. O

Síbẹ̀síbẹ̀ O
, O
ìdájọ́ O
òfin O
yìí O
kò O
le O
tó O
, O
ìtìmọ́lé O
ọdún B-DATE
méjì I-DATE
sí I-DATE
mẹ́jọ I-DATE
. O

Ìtúmọ̀ O
Ìtúnwí O
- O
ọ̀rọ̀ O
Ọlọ́rọ̀ O
gan O
- O
an O

Àfikún O
ọdún O
ẹ̀wọ̀n O
kò O
tó O
, O
arábìnrin O
igbá O
- O
kejì O
Ààrẹ O
MPLA B-ORG
[ O
Àjọ B-ORG
Àwọn I-ORG
ènìyàn I-ORG
tó I-ORG
fẹ́ I-ORG
ìdásílẹ̀ I-ORG
Angola I-ORG
] O
, O
Ó O
nílò O
kí O
orílẹ̀ O
- O
èdè O
ṣe O
ìdásílẹ̀ O
àwọn O
ìlànà O
àtilẹ̀wá O
tí O
yóò O
kojú O
ìpanilára O
– O
Àwọn O
ohun O
tí O
wọ́n O
fara O
mọ́ O
ní O
2007 B-DATE
nípa O
àjọsọ O
ìlànà O
Maputo B-LOC
ní O
láti O
di O
ṣíṣe O
. O

Bákan O
náà O
ni O
ti O
èyí O
, O
ó O
nílò O
kí O
wọ́n O
ṣe O
ìdásílẹ̀ O
òfin O
arọ́pò O
tí O
yóò O
mú O
ẹ̀tọ́ O
àwọn O
obìnrin O
rinlẹ̀ O
. O

Kò O
sí O
ìwúlò O
ìsọ̀rọ̀ O
tako O
ìjìyà O
abẹ́lé O
kí O
ó O
wá O
di O
ẹ̀yìn O
wá O
kí O
a O
máa O
ṣe O
ìgbèlẹ́yìn O
àwọn O
òfin O
tí O
ó O
fi O
àṣẹ O
fún O
agbófinró O
láti O
yẹ̀yẹ́ O
obìrin O
ní O
títì O
ní O
ojúmọ́ O
, O
kò O
bá O
ara O
mu O
! O

Ó O
ṣe O
pàtàkì O
kí O
a O
fi O
ọgbọ́n O
kún O
àwọn O
ọ̀rọ̀ O
náà O
pẹ̀lú O
ṣíṣe O
gidi O
. O

rí O
nìyẹn O
… O
Àwọn O
kan O
tilẹ̀ O
rò O
pé O
obìnrin O
lè O
ṣe O
gbogbo O
nǹkan O
, O
ṣùgbọ́n O
wọn O
ò O
gbọdọ̀ O
gbàgbé O
‘ojúṣe’ O
wọn O
. O

Adágún O
omi O
Mekong B-LOC
. O

Ó O
pọn O
dandan O
fún O
wa O
láti O
ka O
ìtàn O
àwọn O
ènìyàn O
Mekong B-LOC
kún O
, O
kí O
a O
dá O
wọn O
mọ̀ O
, O
àti O
bọ̀wọ̀ O
fún O
wọn O
, O
papàá O
jù O
lọ O
ní O
òde O
òní O
tí O
wọ́n O
ti O
ń O
pàdánù O
àyè O
wọn O
ní O
ìrọ́pò O
ilé O
iṣẹ́ O
oníròyìn O
ìgbàlódé O
, O
tí O
wọn O
kò O
sì O
fi O
àjogúnbá O
lé O
ìran O
tí O
ó O
ń O
bọ̀ O
lọ́wọ́ O
. O

Àwọn O
agbègbè O
ní O
Mekong B-LOC
níbi O
tí O
àwọn O
oníṣẹ́ O
- O
ìwádìí O
ti O
ṣe O
iṣẹ́ O
. O

Ẹgbẹ́ O
náà O
ṣe O
gudugudu O
méje O
yàyà O
mẹ́fà O
kí O
ó O
tó O
kó O
oríṣiríṣi O
ìtàn O
102 O
jọ O
ní O
Cambodia B-LOC
, O
Laos B-LOC
, O
àti O
Thailand B-LOC
. O

Àlọ́ O
náà O
dá O
lóríi O
òwìwí O
tí O
kò O
ríran O
ní O
ọ̀sán O
nítorí O
ó O
yan O
àgbọ̀nrín O
jẹ O
. O

"""" O
, O
“ O
Ǹjẹ́ O
a O
lè O
rí O
àwọn O
ẹranko O
wọ̀nyí O
ní O
abúlée O
yín O
bí O
? O

"""" O
, O
àti O
"""" O
bóyá O
àwọn O
ẹranko O
wọ̀nyí O
ti O
dínkù O
sí O
ti O
ìgbà O
kan O
, O
kí O
ni O
ìwọ O
rò O
wípé O
ó O
ti O
ṣẹlẹ̀ O
? O

Ní O
agbègbè O
Champasak B-LOC
, O
gúúsù B-LOC
Laos I-LOC
, O
ìtàn O
àtọwọ́dọ́wọ́ọ O
ẹranko O
omi O
tí O
ó O
ti O
ń O
dínkù O
Irrawaddy O
dolphin O
àti O
ẹyẹ O
Sida O
ni O
a O
ń O
lò O
fi O
ṣe O
àpèjúwe O
bí O
iṣẹ́ O
ìdarí O
- O
omi O
- O
ṣíṣàn O
ṣe O
ń O
ṣe O
àkóbá O
fún O
ẹja O
inú O
odò B-LOC
Mekong I-LOC
. O

Ní O
ìgbà O
kan O
, O
ológun O
kan O
wọ O
inú O
igbó O
iwin O
kan O
. O

Ó O
ṣe O
alábàápàdé O
ọ̀pọ̀lọpọ̀ O
ewé O
kátabá O
níbẹ̀ O
ó O
sì O
ṣẹ́ O
wọ́n O
. O

Àmọ́ O
ṣá O
, O
bí O
ó O
ti O
fẹ́ẹ́ O
jáde O
nínú O
igbó O
náà O
, O
ọ̀nà O
dí O
mọ́n O
ọn O
ní O
ojú O
, O
kò O
sì O
mọ O
ọ̀nà O
mọ́ O
. O

Ẹ̀rí O
- O
ọkàn O
bẹ̀rẹ̀ O
sí O
ní O
jẹ́ O
ẹ O
fún O
ohun O
tí O
ó O
ṣe O
, O
ó O
pinnu O
láti O
dá O
àwọn O
ewé O
kátabá O
náà O
padà O
sí O
ibi O
tí O
ó O
ti O
gbé O
ṣẹ́ O
ẹ O
. O

Wéré O
tí O
ó O
sọ O
ọ́ O
sílẹ̀ O
, O
logan O
ni O
ó O
rí O
ọ̀nà O
ní O
iwájúu O
rẹ̀ O
. O

Fún O
Mekong B-ORG
Watch I-ORG
àti O
àwọn O
agbègbè O
ní O
ìlú O
náà O
tí O
àkóbá O
ti O
bá O
, O
ìpamọ́ O
àwọn O
ìtàn O
wọ̀nyí O
ṣe O
kókó O
nínú O
ìpolongo O
ìkọjú O
- O
ìjà O
sí O
àwọn O
iṣẹ́ O
tí O
yóò O
lé O
ẹgbẹẹgbẹ̀rún O
olùgbé O
Mekong B-LOC
kúrò O
ní O
ilée O
wọn O
: O

Nítorí O
irú O
ènìyàn O
tí O
Buhari B-PER
ń O
ṣe O
àti O
èrò O
wípé O
yóò O
gbógun O
ti O
ìjẹgúdújẹrá O
àti O
ìgbáwọlẹ̀ O
ẹgbẹ́ O
afẹ̀míṣòfò O
Boko B-ORG
Haram I-ORG
ni O
àwọn O
ará O
ìlú O
fi O
gbé O
e O
sórí O
àlééfà O
. O

Síbẹ̀ O
, O
lábẹ́ O
ìṣàkóso O
rẹ̀ O
, O
ààbò O
ẹ̀mí O
kò O
sí O
pẹ̀lú O
ìkọlù O
láàárín O
darandaran O
àti O
àgbẹ̀ O
bí O
àwọn O
darandaran O
láti O
àríwá O
ṣe O
ń O
wọ O
gúúsù O
láti O
wá O
koríko O
fún O
ẹran O
ọ̀sìn O
- O
in O
wọn O
. O

Bákan O
náà O
, O
ẹ̀tọ́ O
ọmọnìyàn O
ti O
wó O
lulẹ̀ O
nínú O
ìṣàkóso O
ìjọba O
rẹ̀ O
, O
pẹ̀lú O
àìjẹ̀yà O
àti O
ìṣowó O
- O
ìlú O
- O
mọ̀kumọ̀ku O
ní O
ibi O
gíga O
nínú O
ìjọba O
. O

Atiku B-PER
Abubakar I-PER

Ó O
sì O
ti O
ṣe O
amúgbálẹ́gbẹ̀ẹ́ O
ààrẹ O
Ilé B-ORG
